Domain,Context,Attributes,Template
Kmart,Indoor_Furniture,<frame_material_Attr>,"<p>Add this functional bedside table to your bedroom, as it provides an easy-to-access storage space for your smartphone, book, glasses and other essentials.<                                        /                                        p><ul><li>Suitable for indoor use only<                                        /                                        li><li>Max. load capacity: 10kg<                                        /                                        li><li>Solid <frame_material_Attr> legs<                                        /                                        li><li>Easy to assemble<                                        /                                        li><li>Dimensions: 55cm x 45.5cm x 45.cm<                                        /                                        li><li>Colour: White<                                        /                                        li><li>Warning: Follow usage instructions carefully<                                        /                                        li><li>Wipe clean with a damp or dry cloth<                                        /                                        li><                                        /                                        ul>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_finish_Attr>,<material_Attr>","<p>Enjoy your morning breakfast out in the garden or on your back porch on this stylish wire table, which features a marble effect top.<                              /                              p><ul><li>Made of medium-density fibreboard (tabletop) and <material_Attr> (frame)<                              /                              li><li>Max. load capacity: 10kg<                              /                              li><li>Care Instructions: Clean with a soft, damp cloth and dry immediately<                              /                              li><li>NOTE: Do not place hot objects on the surface<                              /                              li><li>Dimensions: 49.5cm (H) x 50cm (Dia.)<                              /                              li><li>Colour: <frame_finish_Attr> (tabletop) and <color_code_Attr> (frame)<                              /                              li><                              /                              ul>"
Kmart,Indoor_Furniture,<material_Attr>,"<p>Store old magazines, newspapers or other literature in this wire storage table, which has a removable top.<                            /                            p><ul><li>Made of medium-density fibreboard (top) and <material_Attr> (basket base)<                            /                            li><li>Max. load capacity: 10kg<                            /                            li><li>Care Instructions: Clean with soft, damp cloth and dry immediately<                            /                            li><li>Colour: Black<                            /                            li><                            /                            ul>"
Kmart,Indoor_Furniture,<frame_material_Attr>,"<p>Get a stylish side table and a handy storage space at the same time with this brightly coloured storage table, which comes with an easy-to-remove cap.<                                    /                                    p><ul><li>Suitable for indoor use only<                                    /                                    li><li>Max. load capacity: 10kg<                                    /                                    li><li>Solid <frame_material_Attr> legs<                                    /                                    li><li>Easy to assemble<                                    /                                    li><li>Dimensions: 44cm x 40cm x 40cm<                                    /                                    li><li>Colour: Green<                                    /                                    li><li>Warning: Follow usage instructions carefully<                                    /                                    li><li>Wipe clean with a damp or dry cloth<                                    /                                    li><                                    /                                    ul>"
Kmart,Indoor_Furniture,<frame_material_Attr>,"<p>This lip side table with a three-leg base can be a beautiful addition to your bedroom or it can work as an end table along your sofa in the living room. Featuring solid <frame_material_Attr> legs, this indoor table can hold up to 10kg.<                            /                            p><ul><li>Max. load capacity: 10kg<                            /                            li><li>Care Instructions: Wipe table clean with a damp or dry cloth. Do not use abrasive materials or solvents. Keep away from water and direct sunlight.<                            /                            li><li>Dimensions: 50.5cm x 47.5cm x 47.5cm<                            /                            li><li>Colour: Grey<                            /                            li><li>WARNING: Maximum safe load limit 10Kg. Do not stand or sit on the table. Do not use as a chopping surface.<                            /                            li><                            /                            ul>"
Kmart,Indoor_Furniture,<frame_material_Attr>,"<p>This lip side table with a three-leg base can be a beautiful addition to your bedroom or it can work as an end table along with your sofa in the living room. Featuring solid <frame_material_Attr> legs, this indoor table can hold up to 10kg.<                              /                              p><ul><li>Max. load capacity: 10kg<                              /                              li><li>Care Instructions: Wipe table clean with a damp or dry cloth. Do not use abrasive materials or solvents. Keep away from water and direct sunlight.<                              /                              li><li>Dimensions: 50.5cm x 47.5cm x 47.5cm<                              /                              li><li>Colour: Pink<                              /                              li><li>WARNING: Maximum safe load limit 10Kg. Do not stand or sit on the table. Do not use as a chopping surface.<                              /                              li><                              /                              ul>"
Kmart,Indoor_Furniture,<seat_material_Attr>,"<p>Give a modern touch to your living space while creating a stylish and comfortable sitting area with this moroccan ottoman.<                /                p><ul><li>Made of polyurethane (outer cover), <seat_material_Attr> (inside cover), cotton (bottom cover) and polystyrene beads (filling)<                /                li><li>Colour: Gold<                /                li><li>Warning: Small lightweight beads present a severe danger to children if swallowed or inhaled. Keep away from fire.<                /                li><                /                ul><p>Clean as per instructions on the care label<                /                p>"
Kmart,Indoor_Furniture,<frame_finish_Attr>,"<p>This <frame_finish_Attr> side table is incredibly unique and will look fantastic in your home. Place it next to your bed or in your living room, as the base for a lamp or indoor plant.<                              /                              p><p><                              /                              p><p>Care instructions: Wipe clean with a soft dry cloth. Never clean with water or chemical cleaners. Due to the nature of the <frame_finish_Attr> finish, table top may scratch. Take care when moving objects on table top.<                              /                              p><p><                              /                              p><p>Warning: Do not stand or step on the table. Do not seat or lie on the table. Do not use table until all the screws and knobs are firmly secured. Use over smooth, level, seamless surfaces only. Failure to follow these warnings could result in serious injury.<                              /                              p><p><                              /                              p><ul><li>Size: 50cm (H) x 40cm (dia)<                              /                              li><li>Maximum load capacity: 10kg<                              /                              li><li>Some assembly required<                              /                              li><                              /                              ul>"
Kmart,Indoor_Furniture,<seat_material_Attr>,"<p>Give a modern touch to your living space while creating a stylish and comfortable sitting area with this moroccan ottoman.<                        /                        p><ul><li>Made of polyurethane (outer cover), <seat_material_Attr> (inside cover), cotton (bottom cover) and polystyrene beads (filling)<                        /                        li><li>Colour: White<                        /                        li><li>Warning: Small lightweight beads present a severe danger to children if swallowed or inhaled. Keep away from fire.<                        /                        li><                        /                        ul><p>Clean as per instructions on the care label<                        /                        p>"
Kmart,Indoor_Furniture,<seat_material_Attr>,"<p>Sit back, relax and put your feet up on this felt ottoman, which features a wool blend cover and polystyrene bead filling.<                    /                    p><ul><li>Outer cover made of wool, polyester, <seat_material_Attr> and acrylic<                    /                    li><li>Inner cover made of cotton<                    /                    li><li>Care Instructions: Sponge clean surface with warm soapy water and line dry in shade<                    /                    li><li>NOTE: Do not bleach or dry clean<                    /                    li><li>Colour: Grey<                    /                    li><                    /                    ul>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_material_Attr>","<p>Add a stylish seating spot in your living room with this <color_code_Attr> occasional chair that has soft polyester upholstery and silk and sponge filling. The simple solid <frame_material_Attr> legs complete the clean, modern design.<                                      /                                      p><ul><li>Max. load capacity: 100kg<                                      /                                      li><li>Care Instructions: Wipe clean with a soft, dry cloth only<                                      /                                      li><li>NOTE: Do not clean with abrasive materials or solvents<                                      /                                      li><li>Dimensions: 76.5cm x 60cm x 67cm<                                      /                                      li><li>Colour: Black<                                      /                                      li><                                      /                                      ul>"
Kmart,Indoor_Furniture,<frame_material_Attr>,<p>This two-tone side table make a stylish side table for your bedroom or an end table that can paired with your sofa. It has stable solid <frame_material_Attr> legs.<                                      /                                      p><ul><li>Max. load capacity: 10kg<                                      /                                      li><li>Care Instructions: Wipe table clean with a damp or dry cloth. Do not use abrasive materials or solvents. Keep away from water and direct sunlight.<                                      /                                      li><li>Dimensions: 47.5cm (H) x 47cm (Dia.)<                                      /                                      li><li>Colour: Black<                                      /                                      li><li>WARNING: Maximum safe load limit 10Kg. Do not stand or sit on the table. Do not place hot objects such as coffee cups directly on the surface of this table.<                                      /                                      li><                                      /                                      ul>
Kmart,Indoor_Furniture,<weight_Attr>,<p>Create storage and display space in your home with this two-tone side drawer. It makes a stylish bedside table for your bedroom or an end table in the living room.<                                        /                                        p><ul><li>Legs made of wood<                                        /                                        li><li>Max. load capacity: <weight_Attr> (top panel); 5kg (drawer)<                                        /                                        li><li>Care Instructions: Wipe table clean with a damp cloth or dry cloth.<                                        /                                        li><li>NOTE: Do not use abrasive materials or solvents<                                        /                                        li><li>Dimensions: 60cm (H) x 40cm (W) x 30cm (D)<                                        /                                        li><li>Colour: Black<                                        /                                        li><                                        /                                        ul>
Kmart,Indoor_Furniture,<color_code_Attr>,"<p>Add smart storage in your entryway with this two-tone hallway table. This <color_code_Attr> table has a drawer and shelf for keeping your mail, bills, watch, wallet and other essentials that you need while leaving for work.<                                    /                                    p><ul><li>Legs made of wood<                                    /                                    li><li>Max. load capacity: 10kg<                                    /                                    li><li>Dimensions: 72cm (H) x 80cm (W) x 30cm (D)<                                    /                                    li><li>Colour: White<                                    /                                    li><                                    /                                    ul>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_material_Attr>","<p>Get a stylish side table and a handy storage space at the same time with this <color_code_Attr> storage table, which comes with an easy-to-remove cap.<                                    /                                    p><ul><li>Made of medium-density fibreboard (body) and <frame_material_Attr> (legs)<                                    /                                    li><li>Max. load capacity: 10kg<                                    /                                    li><li>Care Instructions: Wipe clean with a damp or dry cloth<                                    /                                    li><li>NOTE: Do not use abrasive or chemical cleaners<                                    /                                    li><li>Dimensions: 44cm x 40cm x 40cm<                                    /                                    li><li>Colour: White<                                    /                                    li><                                    /                                    ul>"
Kmart,Indoor_Furniture,"<frame_material_Attr>,<style_Attr>","<p>This <style_Attr> dining table is the perfect addition to a contemporary home. With metal, MDF and veneer construction, this table is sturdy and robust.<                      /                      p><ul><li>Made of metal (frame) and medium-density fibreboard (tabletop)<                      /                      li><li>3D paper <frame_material_Attr> veneer<                      /                      li><li>Dimensions: 1.4m (W) x 78cm (D) x 74cm (H)<                      /                      li><                      /                      ul>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_material_Attr>,<style_Attr>",This <style_Attr> stool will add a rustic vibe to any traditional or modern indoor setting. Use the stool as a stylish seating arrangement for your kitchen table top or breakfast counter.<ul><li>Max. load capacity of 90kg<                                      /                                      li><li>Oak (top) and <frame_material_Attr> (leg)<                                      /                                      li><li>Designed with footrest on either side<                                      /                                      li><li>Stylish and comfortable<                                      /                                      li><li>Place it in the kitchen or living room<                                      /                                      li><li>For indoor use only<                                      /                                      li><li>Clean according to instructions on the care label<                                      /                                      li><li>70cm (H) x 42cm (W) x 42cm (D)<                                      /                                      li><li>Colour: <color_code_Attr> and brown<                                      /                                      li><li>Warning: Do not stand on the stool. Follow usage instructions carefully.<                                      /                                      li><                                      /                                      ul>
Kmart,Indoor_Furniture,<weight_Attr>,"<p>Sleek and compact, this entertainment unit with an internal shelf provides sufficient storage space to store various essentials.<                                      /                                      p><ul><li>Made of metal<                                      /                                      li><li>Max. load capacity: <weight_Attr> (inside shelf) and 20kg (top)<                                      /                                      li><li>Requires 15cm Phillips head screwdriver (not included)<                                      /                                      li><li>For indoor use only<                                      /                                      li><li>Dimensions: 58.5cm (H) x 120cm (W) x 40cm (D)<                                      /                                      li><li>Colour: White<                                      /                                      li><li>Warning: Keep out of reach of children and babies until assembly. Follow usage instructions carefully.<                                      /                                      li><                                      /                                      ul>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<weight_Attr>","<p>Display books, trinkets, family photos and collectables in this elegant and artistic bookshelf. It also adds a modern edge to your room decor!<                                    /                                    p><ul><li>Made of NZ pine (frame) and medium-density fibreboard (shelves)<                                    /                                    li><li>Max. load capacity: <weight_Attr> (for each shelf)<                                    /                                    li><li>Easy to assemble<                                    /                                    li><li>For indoor use only. Accessories not included.<                                    /                                    li><li>Dimensions: 170cm (H) x 112cm (W) x 34cm (D)<                                    /                                    li><li>Colour: <color_code_Attr> and wood<                                    /                                    li><li>Warning: Do not sit or stand on the shelf. Do not use the shelf as a step ladder. Follow usage instructions carefully.<                                    /                                    li><li>Clean according to instructions on the care label<                                    /                                    li><                                    /                                    ul>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_material_Attr>","<p>This <frame_material_Attr> chair featuring an on-trend design will complement your existing home decor. With a stackable design for convenient storage and a striking look, the <color_code_Attr> <frame_material_Attr> chair will be a great pick for the indoors.<                                  /                                  p><ul><li>Max. load capacity: 100kg<                                  /                                  li><li>Made of metal<                                  /                                  li><li>The stylish design will complement your home decor<                                  /                                  li><li>The stackable design makes it convenient for storage<                                  /                                  li><li>Place it in the living room or lounge<                                  /                                  li><li>Add a bright cushion or leave it bare for a minimalist look<                                  /                                  li><li>For indoor use only<                                  /                                  li><li>Dimensions: 45cm x 85.5cm x 52.5cm<                                  /                                  li><li>Colour: Black<                                  /                                  li><li>Warning: Do not stand on the chair. Follow usage instructions carefully.<                                  /                                  li><                                  /                                  ul>"
Kmart,Indoor_Furniture,<frame_material_Attr>,"<p>Easily complementing your existing decor, this <frame_material_Attr> chair is stackable making it convenient for storage. Add a bright cushion or leave it bare for a minimalist look.<                              /                              p><ul><li>Max. load capacity: 100kg<                              /                              li><li>Made from <frame_material_Attr> and plastic<                              /                              li><li>Stackable<                              /                              li><li>For indoor use only<                              /                              li><li>Dimensions: 45cm x 85.5cm x 52.5cm<                              /                              li><li>Colour: White<                              /                              li><                              /                              ul>"
Kmart,Indoor_Furniture,<seat_material_Attr>,"<p>Stretch out your legs and get comfortable! This ottoman will be an excellent addition to your living room or bedroom.<                  /                  p><ul><li>Made of polyurethane (outer cover), <seat_material_Attr> (inside cover), cotton (bottom cover) and polystyrene beads (filling)<                  /                  li><li>Clean according to instructions on the care label<                  /                  li><li>For indoor use only<                  /                  li><li>Colour: Black<                  /                  li><li>Warning: Small lightweight beads present a severe danger to children if swallowed or inhaled. Follow usage instructions carefully.<                  /                  li><                  /                  ul>"
Kmart,Indoor_Furniture,<color_code_Attr>,"With a stylish yet comfortable design, this dining chair will make a perfect addition to any table setting.<ul><li>Max. load capacity of 100kg<                                  /                                  li><li>Polypropylene (seat), timber and metal<                                  /                                  li><li>Full coverage backrest<                                  /                                  li><li>Stylish and comfortable<                                  /                                  li><li>Earnes style replica<                                  /                                  li><li>Easy to assemble<                                  /                                  li><li>For indoor use only<                                  /                                  li><li>Instruction manual included<                                  /                                  li><li>Clean according to instructions on the care label<                                  /                                  li><li>82cm (H) x 46cm (W) x 54cm (D)<                                  /                                  li><li>Colour: <color_code_Attr> and brown<                                  /                                  li><li>Warning: Do not stand on this chair. Follow usage instructions carefully.<                                  /                                  li><                                  /                                  ul>"
Kmart,Indoor_Furniture,"<frame_material_Attr>,<style_Attr>","<p>Organise your living space with this storage unit with shelves. With 4 tiers, this <style_Attr> shelf offers sufficient space to store or display various knick knacks.<                              /                              p><ul><li>Max. load capacity: 6kg (each tier)<                              /                              li><li>Made of medium-density fibreboard with veneer (shelves) and powder coated <frame_material_Attr> (frame)<                              /                              li><li>Easy to use<                              /                              li><li>Wall fixings included<                              /                              li><li>Clean according to instructions on the care label<                              /                              li><li>Instructions included<                              /                              li><li>Accessories not included<                              /                              li><                              /                              li><li>Dimensions: 150cm (H) x 70cm (W) x 35cm (D<                              /                              li><li>Warning: Do not climb up this shelf. Follow usage instructions carefully.<                              /                              li><                              /                              ul><p><a rel=no follow href=http:                              /                                                            /                              www.kmart.com.au                              /                              wcsstore                              /                              Kmart                              /                              pdfs                              /                              42426882_Manual.pdf>Instruction Manual<                              /                              a><                              /                              p>"
Kmart,Indoor_Furniture,<seat_material_Attr>,"<p>Impress your guests with this drinks trolley - ideal to serve cold drinks, milkshakes and other beverages for parties.<                        /                        p><ul><li>Max. load capacity: 10kg<                        /                        li><li>Made of powder coated <seat_material_Attr> (frame), tempered smoked glass (shelf) and plastic (wheels)<                        /                        li><li>Instructions included<                        /                        li><li>Clean according to instructions on the care label<                        /                        li><li>Warning: Do not sit or stand on the trolley. Follow usage instructions carefully.<                        /                        li><                        /                        ul>"
Kmart,Indoor_Furniture,"<frame_material_Attr>,<material_Attr>,<seat_color_Attr>","<p>Use this minimalist yet functional console table to create a vanity area in the bedroom, display place in the living room or an office station in a spare room.<                      /                      p><ul><li>Made of <frame_material_Attr> and tempered <seat_color_Attr> glass<                      /                      li><li>Electrophoretic finish<                      /                      li><li>Instructions included<                      /                      li><li>For indoor use only<                      /                      li><li>Dimensions: 75cm (H) x 90cm (W) x 30cm (D)<                      /                      li><li>Clean according to instructions on the care label<                      /                      li><                      /                      ul><p>Warning: Do not place very hot or very cold items on the <material_Attr> surface unless adequately thick table mats are used to prevent such items from coming into contact with the glass. Follow usage instructions carefully.<                      /                      p>"
Kmart,Indoor_Furniture,"<frame_material_Attr>,<material_Attr>","<p>With a contemporary design, this coffee table features a sophisticated marble look top and rustic <frame_material_Attr> frame - a classic centrepiece for any room.<                                      /                                      p><ul><li>Max. load capacity: 10kg<                                      /                                      li><li>Made of medium density fibre (MDF) and <material_Attr> tube<                                      /                                      li><li>Easy to assemble<                                      /                                      li><li>Instructions included<                                      /                                      li><li>Dimensions: 40cm (H) x 100cm (W) x 50cm (D)<                                      /                                      li><li>Colour: Black<                                      /                                      li><li>Clean according to instructions on the care label<                                      /                                      li><li>Warning: Do not sit or stand on the table. Follow usage instructions carefully.<                                      /                                      li><                                      /                                      ul>"
Kmart,Indoor_Furniture,<frame_material_Attr>,"<p>Ideal for indoor use, this classic side table is not just functional but also a great decor accent for your home.<                    /                    p><ul><li>Max. load capacity: 5kg<                    /                    li><li>Made of <frame_material_Attr> (frame) and tempered smoked glass (top)<                    /                    li><li>Easy to assemble<                    /                    li><li>Clean according to instructions on the care label<                    /                    li><li>Instructions included<                    /                    li><li>Dimensions: 47cm (H) x 50cm (Dia.)<                    /                    li><li>Colour: Brass<                    /                    li><li>Warning: Do not sit or stand upon the glass surface. Follow usage instructions carefully.<                    /                    li><                    /                    ul>"
Kmart,Indoor_Furniture,<material_Attr>,<p>This marble look side table will be a stylish addition to your bedroom or living room. Blends well with both modern and classic decor!<                              /                              p><ul><li>Max. load capacity: 10kg<                              /                              li><li>Made of medium density fibreboard (MDF) (table top) and <material_Attr> (frame tube)<                              /                              li><li>Easy to assemble<                              /                              li><li>Instructions included<                              /                              li><li>For indoor use only<                              /                              li><li>Clean according to instructions on the care label<                              /                              li><li>Size: 50cm (H) x 50cm (Dia.)<                              /                              li><li>Colour: Black<                              /                              li><li>Warning: Do not stand or sit on this table. Follow usage instructions on the care label.<                              /                              li><                              /                              ul>
Kmart,Indoor_Furniture,<back_style_Attr>,"A smooth and subtle design with a comfy foam seat makes this <back_style_Attr> dining chair a smart pick for any kitchen. Easy to assemble, this dining chair will complement any decor!<ul><li>Max. load capacity of 100kg<                                  /                                  li><li>Metal (legs), fabric with foam (seat) and plywood<                                  /                                  li><li>Upholstered seat and backrest dining chair<                                  /                                  li><li>For indoor use only<                                  /                                  li><li>Easy to assemble<                                  /                                  li><li>Instruction manual included<                                  /                                  li><li>Flat packed<                                  /                                  li><li>Clean according to instructions on the care label<                                  /                                  li><li>87cm (H) x 45cm (W) x 55cm (D)<                                  /                                  li><li>Colour: Grey<                                  /                                  li><li>Warning: Do not stand on the chair. Follow usage instructions carefully.<                                  /                                  li><                                  /                                  ul><a href=http:                                  /                                                                    /                                  www.kmart.com.au                                  /                                  wcsstore                                  /                                  Kmart                                  /                                  pdfs                                  /                                  42428428_Manual.pdf target=_blank>Instruction Manual<                                  /                                  a>"
Kmart,Indoor_Furniture,"<back_style_Attr>,<frame_material_Attr>",<p>Add a stylish seating spot with this occasional chair that has a comfortable seat and legs with <frame_material_Attr> effect print.<                            /                            p><ul><li>Max. load capacity: 100kg<                            /                            li><li>Made of metal (legs) and fabric with foam (seat)<                            /                            li><li>Accent chair with <back_style_Attr> seating<                            /                            li><li>Metal legs with <frame_material_Attr> effect print<                            /                            li><li>Easy to assemble<                            /                            li><li>Instructions included<                            /                            li><li>Clean according to instructions on the care label<                            /                            li><li>For indoor use only<                            /                            li><li>Dimensions: 80cm (H) x 63cm (W) x 57cm (D)<                            /                            li><li>Warning: Do not stand on the chair. Follow usage instructions carefully.<                            /                            li><                            /                            ul><p><a rel=no follow href=http:                            /                                                        /                            www.kmart.com.au                            /                            wcsstore                            /                            Kmart                            /                            pdfs                            /                            42428459_Manual.pdf>Instruction Manual<                            /                            a><                            /                            p>
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_finish_Attr>","<p>Stylish and functional, this storage wire basket table also doubles up as a table - great to store books, toys and other knick-knacks.<                          /                          p><ul><li>Max. load capacity: 10kg<                          /                          li><li>Made of medium-density fibreboard (MDF) and iron<                          /                          li><li>Wire side table can be used to store books, toys and other knick-knacks<                          /                          li><li>Clean according to instructions on the care label<                          /                          li><li>For indoor use only<                          /                          li><li>Dimensions: 44.5cm x 44.5cm x 45.5cm<                          /                          li><li>Colour: <color_code_Attr> (basked) and <frame_finish_Attr> (table top)<                          /                          li><li>Warning: Do not sit or stand on the table. Follow usage instructions carefully.<                          /                          li><                          /                          ul>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<frame_material_Attr>,<style_Attr>",<p>This <style_Attr> stool will add a raw vibe to any traditional or modern indoor setting. Use the stool as a stylish seating arrangement to your kitchen table top or breakfast counter.<                                  /                                  p><ul><li>Max. load capacity of 90kg<                                  /                                  li><li>Oak (top) and <frame_material_Attr> (leg)<                                  /                                  li><li>Stylish and comfortable<                                  /                                  li><li>Place it in the kitchen or living room<                                  /                                  li><li>Leg rest on either side<                                  /                                  li><li>For indoor use only<                                  /                                  li><li>Clean according to instructions on the care label<                                  /                                  li><li>70cm (H) x 42cm (W) x 42cm (D)<                                  /                                  li><li>Colour: <color_code_Attr> and brown<                                  /                                  li><li>Warning: Do not stand on the stool. Follow usage instructions carefully.<                                  /                                  li><                                  /                                  ul>
Kmart,Indoor_Furniture,<seat_material_Attr>,<p>Decorate your living room or bedroom with this <seat_material_Attr> ottoman that will help create a plush and comfy seating corner.<                          /                          p><ul><li>Fabric content: Cotton (cover) and polyester beads (filling)<                          /                          li><li>For indoor use only<                          /                          li><li>Clean according to instructions on the care label<                          /                          li><li>Size: 50cm x 35cm<                          /                          li><li>Colour: Emerald<                          /                          li><                          /                          ul>
Kmart,Indoor_Furniture,<weight_Attr>,"<p>Create storage and display space in your home with this side drawer. It makes a stylish bedside table for your bedroom or an end table in the living room.<                        /                        p><ul><li>Max. load capacity: <weight_Attr> (top panel) and 5kg (inside drawer)<                        /                        li><li>Made of medium density fibreboard (MDF), paulownia veneer (drawer) and pine (legs)<                        /                        li><li>Instructions included<                        /                        li><li>Clean according to instructions on the care label<                        /                        li><li>Dimensions: 61cm (H) x 40cm (W) x 30cm (D)<                        /                        li><li>Warning: Do not sit or stand on the drawer. Follow usage instructions carefully.<                        /                        li><                        /                        ul>"
Kmart,Indoor_Furniture,<frame_material_Attr>,"<p>Add a smart storage solution in your entryway with this table that features a drawer and shelf for keeping your mail, bills, watch, wallet and other essentials.<                              /                              p><ul><li>Made of medium density fibreboard (MDF), paulowna veneer and pine <frame_material_Attr> (legs)<                              /                              li><li>Instructions included<                              /                              li><li>Clean according to instructions on the care label<                              /                              li><li>Dimensions: 72cm (H) x 80cm (W) x 30cm (D)<                              /                              li><li>Warning: Do not sit or stand on the table. Follow usage instructions carefully.<                              /                              li><                              /                              ul>"
Kmart,Indoor_Furniture,<frame_material_Attr>,"<p>Sleek with solid pine <frame_material_Attr> legs, these two tables are perfect for your living area. This classic coffee furniture will blend with any decor.<                                      /                                      p><ul><li>Max. load capacity: 10kg<                                      /                                      li><li>Made of medium-density fibreboard and paulownia veneer (table top) and pine (legs)<                                      /                                      li><li>For indoor use only<                                      /                                      li><li>Clean according to instructions on the care label<                                      /                                      li><li>Dimensions: 40.2cm (H) x 98cm (W) x 50cm (D), 35.2cm (H) x 70cm (W) x 35cm (D)<                                      /                                      li><li>Warning: Do not sit or stand on the tables. Follow usage instructions carefully.<                                      /                                      li><                                      /                                      ul><p><a rel=no follow href=http:                                      /                                                                            /                                      www.kmart.com.au                                      /                                      wcsstore                                      /                                      Kmart                                      /                                      pdfs                                      /                                      42441441_Manual.pdf>Instruction Manual<                                      /                                      a><                                      /                                      p>"
Kmart,Indoor_Furniture,<frame_material_Attr>,"<p>Create an attractive display space with this beautiful side table - a perfect addition to your indoor furniture. This small table is just about right to keep your morning cup of coffee, table lamp or decor accents.<                                /                                p><ul><li>Max. load capacity: 10kg<                                /                                li><li>Made of medium density fibreboard (MDF) and pinewood<                                /                                li><li>Solid pine <frame_material_Attr> legs<                                /                                li><li>Easy to assemble<                                /                                li><li>Instructions included<                                /                                li><li>Clean according to instructions on the care label<                                /                                li><li>Dimensions: 47.5cm (H) x 48cm (W) x 48cm (D)<                                /                                li><li>Colour: Grey<                                /                                li><li>Warning: Do not sit or stand on the table. Follow usage instructions carefully.<                                /                                li><                                /                                ul><p><a rel=no follow href=http:                                /                                                                /                                www.kmart.com.au                                /                                wcsstore                                /                                Kmart                                /                                pdfs                                /                                42441489_Manual.pdf>Instruction Manual<                                /                                a><                                /                                p>"
Kmart,Indoor_Furniture,<weight_Attr>,"<p>Display books, family photos and collectables on this elegant and artistic cream ladder shelf. It also adds a modern edge to your home decor!<                        /                        p><ul><li>Max. load capacity: <weight_Attr> (per shelf)<                        /                        li><li>Made of medium-density fibreboard and paulownia veneer (shelf) and pine (frame)<                        /                        li><li>Wall fixings included<                        /                        li><li>4-tiered bookcase<                        /                        li><li>Instructions included<                        /                        li><li>Clean according to instructions on the care label<                        /                        li><li>For indoor use only. Accessories not included.<                        /                        li><li>Dimensions: 170cm (H) x 112cm (W) x 34cm (D)<                        /                        li><li>Warning: Do not sit or stand on the shelf. Follow usage instructions carefully.<                        /                        li><                        /                        ul><p><a rel=no follow href=http:                        /                                                /                        www.kmart.com.au                        /                        wcsstore                        /                        Kmart                        /                        pdfs                        /                        42441588_Manual.pdf>Instruction Manual<                        /                        a><                        /                        p>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<seat_material_Attr>","<p>With cushy seating and a cool geometric design, this chair creates a relaxed, yet on-trend vibe in your interior spaces.<                                /                                p><ul><li>Max. load capacity: 100kg<                                /                                li><li>Made of iron, <seat_material_Attr> and sponge<                                /                                li><li>Instructions included<                                /                                li><li>Dimensions: 81cm (H) x 61.5cm (W) x 66cm (D)<                                /                                li><li>Colour: <color_code_Attr> and brass<                                /                                li><li>Clean according to instructions on the care label<                                /                                li><li>Warning: Do not stand on the chair. Do not use the chair as a step ladder. Follow usage instructions carefully.<                                /                                li><                                /                                ul>"
Kmart,Indoor_Furniture,"<color_code_Attr>,<style_Attr>",<p>Create a stylish seating arrangement in your kitchen counter or dining table with this cool <style_Attr> chair.<                            /                            p><ul><li>Max. load capacity: 100kg<                            /                            li><li>For indoor use only<                            /                            li><li>Colour: <color_code_Attr> and natural<                            /                            li><li>Clean according to instructions on the care label<                            /                            li><li>Warning: Do not stand on the chair. Follow usage instructions carefully.<                            /                            li><                            /                            ul>
Kmart,Indoor_Furniture,<seat_material_Attr>,"Sit back and relax on this quilted ottoman that is uniquely shaped like a hexagon.<ul><li>Wool                  /                  polyester                  /                  acrylic                  /                  <seat_material_Attr>                  /                  viscose (outer cover), cotton (bottom cover), polypropylene (filler), polyester (batting) and polyester beads (filling)<                  /                  li><li>Low ottoman<                  /                  li><li>Soft and cushy<                  /                  li><li>Clean according to instructions on the care label<                  /                  li><li>For indoor use only<                  /                  li><li>50cm (H) x 35cm (Dia.)<                  /                  li><li>Warning: Keep away from fire. Follow usage instructions carefully<                  /                  li><                  /                  ul>"
Kmart,Indoor_Furniture,"<material_Attr>,<style_Attr>","<p>This <style_Attr> table will add a raw vibe to any indoor setting, whether traditional or modern. Use the <style_Attr> table to stack books or display your collection of accessories                                /                                showpieces.<                                /                                p><ul><li>Max. load capacity of 30kg<                                /                                li><li>Particle board with veneer (table top) and <material_Attr> (frame)<                                /                                li><li>Stack books or display showpieces on the table<                                /                                li><li>Versatile storage solution for any indoor space<                                /                                li><li>For indoor use only<                                /                                li><li>Instruction manual included<                                /                                li><                                /                                li><li>Clean according to instructions on the care label<                                /                                li><li>40cm (H) x 90cm (W) x 50cm (D)<                                /                                li><li>Colour: Black and brown<                                /                                li><li>Warning: Do not sit or stand on this table. Follow usage instructions carefully.<                                /                                li><                                /                                ul><p><a href=http:                                /                                                                /                                www.kmart.com.au                                /                                wcsstore                                /                                Kmart                                /                                pdfs                                /                                42497516_Manual.pdf target=_blank>Instruction Manual<                                /                                a><                                /                                p>"
